aerolinea,origen,destino,retraso,distancia_km,fecha_partida,dia_semana,hora_salida,Time,fecha_hora_clima,temperatura,velocidad_viento,precipitacion,visibilidad
DL,DTW,PHL,0,1386.6666,2018-12-21 10:15:00,3,10:15:00,615,2018-12-21 10:00:00,3.2,14.1,1.2,4000
WN,LAS,CLE,1,3266.6667,2018-12-11 09:30:00,6,09:30:00,570,2018-12-11 09:00:00,8.9,6.3,0.0,6000
UA,ORD,SFO,0,3960.0,2018-12-01 18:41:00,2,18:41:00,1121,2018-12-01 18:00:00,3.7,24.9,0.9,5000
DL,ATL,CMH,0,1333.3334,2018-12-12 21:55:00,2,21:55:00,1315,2018-12-12 21:00:00,9.8,9.5,0.0,6000
AA,HNL,LAX,0,4133.3335,2018-12-30 16:00:00,4,16:00:00,960,2018-12-30 16:00:00,22.8,21.1,0.0,6000
MQ,ORD,RDU,0,1600.0,2018-12-04 10:00:00,2,10:00:00,600,2018-12-04 10:00:00,-2.3,10.6,0.0,6000
US,ORD,PHL,0,1600.0,2018-12-28 07:30:00,7,07:30:00,450,2018-12-28 07:00:00,10.4,22.6,0.1,6000
9E,DAY,DTW,1,933.3333,2018-12-23 11:55:00,6,11:55:00,715,2018-12-23 11:00:00,-1.4,9.4,0.0,8000
DL,PNS,ATL,1,1106.6666,2018-12-03 06:30:00,5,06:30:00,390,2018-12-03 06:00:00,18.3,7.5,0.0,9000
WN,MCO,BUF,1,2066.6667,2018-12-29 07:30:00,6,07:30:00,450,2018-12-29 07:00:00,20.9,9.0,0.0,8000
WN,LIT,STL,0,933.3333,2018-12-14 06:30:00,1,06:30:00,390,2018-12-14 06:00:00,12.4,9.4,0.8,5000
EV,EWN,ATL,1,1346.6666,2018-12-13 16:02:00,1,16:02:00,962,2018-12-13 16:00:00,10.6,2.9,0.0,6000
WN,LGA,BWI,1,933.3333,2018-12-30 07:20:00,4,07:20:00,440,2018-12-30 07:00:00,0.1,12.5,0.0,8000
US,PHX,PHL,0,3386.6667,2018-12-29 23:45:00,1,23:45:00,1425,2018-12-29 23:00:00,13.4,7.6,0.0,10000
US,CLT,BOS,0,1626.6666,2018-12-12 11:35:00,5,11:35:00,695,2018-12-12 11:00:00,-2.9,4.7,0.0,6000
FL,BWI,TPA,1,2000.0,2018-12-08 20:25:00,1,20:25:00,1225,2018-12-08 20:00:00,3.2,11.5,0.0,6000
DL,MIA,DTW,1,2466.6667,2018-12-26 08:00:00,2,08:00:00,480,2018-12-26 08:00:00,21.5,15.5,0.0,8000
9E,MSP,BNA,1,1800.0,2018-12-26 17:05:00,1,17:05:00,1025,2018-12-26 17:00:00,-1.3,9.4,0.0,6000
9E,MEM,PIT,0,1600.0,2018-12-05 08:25:00,7,08:25:00,505,2018-12-05 08:00:00,-0.9,15.3,0.0,10000
US,RSW,CLT,0,1493.3334,2018-12-03 15:00:00,3,15:00:00,900,2018-12-03 15:00:00,27.2,17.1,0.1,6000
AA,ORD,STL,0,866.6667,2018-12-10 12:05:00,4,12:05:00,725,2018-12-10 12:00:00,-7.7,6.1,0.0,10000
WN,TPA,HOU,0,2000.0,2018-12-23 19:15:00,4,19:15:00,1155,2018-12-23 19:00:00,17.1,5.4,0.0,8000
OO,SBA,LAX,0,613.3333,2018-12-18 17:14:00,4,17:14:00,1034,2018-12-18 17:00:00,14.6,1.6,0.0,8000
FL,MCO,CMH,0,1733.3334,2018-12-02 11:49:00,5,11:49:00,709,2018-12-02 11:00:00,20.4,12.7,0.0,10000
WN,MSY,MCO,1,1333.3334,2018-12-04 16:10:00,7,16:10:00,970,2018-12-04 16:00:00,10.1,21.1,0.0,10000
US,BWI,CLT,0,1133.3334,2018-12-19 12:05:00,6,12:05:00,725,2018-12-19 12:00:00,-2.7,1.9,0.0,10000
XE,SAV,EWR,1,1693.3334,2018-12-16 12:15:00,4,12:15:00,735,2018-12-16 12:00:00,8.4,11.3,0.0,10000
CO,EWR,BOS,0,920.0,2018-12-08 20:00:00,5,20:00:00,1200,2018-12-08 20:00:00,1.8,10.7,0.0,6000
AA,SNA,DFW,0,2333.3333,2018-12-30 07:45:00,7,07:45:00,465,2018-12-30 07:00:00,8.8,5.2,0.0,8000
DL,MCO,ATL,0,1240.0,2018-12-10 11:30:00,5,11:30:00,690,2018-12-10 11:00:00,12.8,17.1,0.0,8000
AA,JFK,SJU,0,3266.6667,2018-12-17 06:55:00,1,06:55:00,415,2018-12-17 06:00:00,2.1,21.3,0.2,6000
EV,MEM,EWR,1,2106.6667,2018-12-01 08:36:00,4,08:36:00,516,2018-12-01 08:00:00,17.0,27.9,0.5,5000
AA,DFW,ABQ,0,1466.6666,2018-12-16 17:35:00,7,17:35:00,1055,2018-12-16 17:00:00,13.9,13.7,0.0,6000
EV,ATL,BMI,0,1400.0,2018-12-12 21:45:00,4,21:45:00,1305,2018-12-12 21:00:00,9.8,9.5,0.0,6000
WN,LAS,DEN,1,1533.3334,2018-12-01 12:25:00,2,12:25:00,745,2018-12-01 12:00:00,8.1,2.2,0.0,9000
AS,CDV,ANC,0,626.6667,2018-12-24 13:33:00,7,13:33:00,813,2018-12-24 13:00:00,-0.3,8.1,0.0,6000
OO,LAX,SMF,0,1093.3334,2018-12-13 08:39:00,4,08:39:00,519,2018-12-13 08:00:00,10.0,10.1,0.0,10000
AA,MIA,DTW,0,2400.0,2018-12-28 19:10:00,1,19:10:00,1150,2018-12-28 19:00:00,26.0,21.6,0.0,6000
WN,DTW,STL,1,1400.0,2018-12-25 09:15:00,5,09:15:00,555,2018-12-25 09:00:00,-4.6,6.0,0.0,6000
CO,MCO,EWR,0,2213.3333,2018-12-13 17:20:00,7,17:20:00,1040,2018-12-13 17:00:00,20.5,11.6,0.0,6000
DL,SLC,SNA,0,1546.6666,2018-12-07 11:05:00,6,11:05:00,665,2018-12-07 11:00:00,-3.7,6.2,0.0,6000
AA,BDL,SJU,1,3000.0,2018-12-28 07:40:00,7,07:40:00,460,2018-12-28 07:00:00,1.1,9.6,0.0,6000
MQ,ORD,XNA,1,1466.6666,2018-12-14 15:35:00,6,15:35:00,935,2018-12-14 15:00:00,3.3,12.0,0.0,6000
FL,BUF,MCO,0,2200.0,2018-12-24 15:49:00,3,15:49:00,949,2018-12-24 15:00:00,1.8,25.8,0.1,4000
B6,BOS,DCA,1,1346.6666,2018-12-06 11:00:00,3,11:00:00,660,2018-12-06 11:00:00,-3.3,11.4,0.0,10000
DL,SLC,MSP,0,2106.6667,2018-12-16 10:45:00,2,10:45:00,645,2018-12-16 10:00:00,4.2,5.9,0.0,10000
WN,LAS,BUR,1,866.6667,2018-12-08 16:55:00,6,16:55:00,1015,2018-12-08 16:00:00,7.6,3.6,0.0,10000
OO,RKS,GCC,0,906.6667,2018-12-29 21:10:00,2,21:10:00,1270,2018-12-29 21:00:00,-9.4,33.1,0.0,8000
EV,DCA,JAX,1,1680.0,2018-12-24 08:23:00,6,08:23:00,503,2018-12-24 08:00:00,3.6,7.4,0.0,10000
AA,DFW,OMA,0,1400.0,2018-12-13 21:30:00,7,21:30:00,1290,2018-12-13 21:00:00,16.3,7.6,0.1,6000
MQ,DFW,MOB,1,1200.0,2018-12-19 09:25:00,3,09:25:00,565,2018-12-19 09:00:00,10.1,8.2,0.0,9000
DL,MSP,SFO,0,3266.6667,2018-12-10 17:25:00,6,17:25:00,1045,2018-12-10 17:00:00,-4.0,12.7,0.0,6000
OO,OMA,SLC,0,2080.0,2018-12-14 06:20:00,2,06:20:00,380,2018-12-14 06:00:00,-3.2,16.5,0.0,10000
DL,CLT,ATL,1,1173.3334,2018-12-31 14:20:00,2,14:20:00,860,2018-12-31 14:00:00,12.5,6.0,0.9,5000
XE,ORD,DSM,1,1026.6666,2018-12-20 15:25:00,3,15:25:00,925,2018-12-20 15:00:00,5.7,9.7,0.1,6000
AA,DFW,MEM,0,1133.3334,2018-12-23 12:45:00,4,12:45:00,765,2018-12-23 12:00:00,6.3,21.4,0.0,10000
AA,DFW,MIA,1,2200.0,2018-12-28 15:35:00,6,15:35:00,935,2018-12-28 15:00:00,2.7,20.2,0.0,10000
DL,JAX,ATL,1,1053.3334,2018-12-15 14:05:00,3,14:05:00,845,2018-12-15 14:00:00,17.0,14.8,0.3,6000
YV,YUM,PHX,0,906.6667,2018-12-30 07:55:00,4,07:55:00,475,2018-12-30 07:00:00,5.5,11.4,0.0,10000
AA,ORD,DCA,1,1400.0,2018-12-14 20:50:00,4,20:50:00,1250,2018-12-14 20:00:00,7.2,7.1,0.0,6000
AS,SAN,PDX,0,2133.3333,2018-12-11 06:40:00,1,06:40:00,400,2018-12-11 06:00:00,12.9,10.5,0.0,6000
WN,SFO,PHX,1,1533.3334,2018-12-25 10:55:00,3,10:55:00,655,2018-12-25 10:00:00,9.9,19.8,0.1,6000
AA,SJU,BWI,0,3133.3333,2018-12-16 18:40:00,5,18:40:00,1120,2018-12-16 18:00:00,27.0,15.8,0.4,6000
OO,SLC,DEN,0,1333.3334,2018-12-27 08:54:00,3,08:54:00,534,2018-12-27 08:00:00,-10.3,7.9,0.0,9000
WN,PHX,OMA,0,2066.6667,2018-12-16 10:25:00,4,10:25:00,625,2018-12-16 10:00:00,9.4,10.7,0.0,6000
EV,DAY,IAD,0,1146.6666,2018-12-23 14:33:00,2,14:33:00,873,2018-12-23 14:00:00,0.9,6.6,0.0,6000
AS,SEA,SNA,0,2120.0,2018-12-28 19:40:00,7,19:40:00,1180,2018-12-28 19:00:00,5.4,12.6,0.4,6000
OO,SAN,LAX,0,653.3333,2018-12-03 09:30:00,5,09:30:00,570,2018-12-03 09:00:00,8.6,12.8,0.0,6000
AA,SAT,ORD,0,2133.3333,2018-12-03 14:45:00,5,14:45:00,885,2018-12-03 14:00:00,9.7,18.0,0.0,6000
US,BUR,PHX,1,1160.0,2018-12-08 06:50:00,7,06:50:00,410,2018-12-08 06:00:00,9.4,10.8,0.0,10000
9E,ORF,JFK,0,1253.3334,2018-12-16 06:20:00,1,06:20:00,380,2018-12-16 06:00:00,11.4,18.1,0.0,6000
FL,RSW,MKE,0,2413.3333,2018-12-29 11:19:00,6,11:19:00,679,2018-12-29 11:00:00,20.0,8.9,0.0,6000
EV,CVG,ORD,1,1146.6666,2018-12-13 18:50:00,3,18:50:00,1130,2018-12-13 18:00:00,9.7,9.7,0.0,6000
MQ,MCI,ORD,0,1266.6666,2018-12-10 19:35:00,2,19:35:00,1175,2018-12-10 19:00:00,4.8,15.0,0.0,10000
DL,DTW,DFW,0,2546.6667,2018-12-08 15:20:00,1,15:20:00,920,2018-12-08 15:00:00,-3.5,13.6,0.0,10000
DL,LAX,ATL,1,3320.0,2018-12-12 22:55:00,4,22:55:00,1375,2018-12-12 22:00:00,17.5,13.3,0.0,8000
MQ,DFW,DAY,0,1800.0,2018-12-10 09:05:00,6,09:05:00,545,2018-12-10 09:00:00,0.4,6.8,0.0,10000
XE,ORD,LAN,0,706.6667,2018-12-20 13:05:00,3,13:05:00,785,2018-12-20 13:00:00,5.1,6.2,0.2,6000
AA,DFW,FAT,1,2866.6667,2018-12-06 20:10:00,2,20:10:00,1210,2018-12-06 20:00:00,12.5,5.2,0.5,5000
OO,ORD,EAU,0,946.6667,2018-12-31 09:40:00,2,09:40:00,580,2018-12-31 09:00:00,-0.4,9.4,0.0,6000
F9,IND,DEN,0,2200.0,2018-12-22 19:55:00,1,19:55:00,1195,2018-12-22 19:00:00,3.8,11.1,0.0,10000
CO,CLE,IAH,0,2533.3333,2018-12-04 06:00:00,2,06:00:00,360,2018-12-04 06:00:00,1.2,21.0,0.0,6000
UA,DFW,DEN,0,1813.3334,2018-12-19 09:20:00,1,09:20:00,560,2018-12-19 09:00:00,10.1,8.2,0.0,9000
WN,OAK,SAN,1,1066.6666,2018-12-19 20:15:00,4,20:15:00,1215,2018-12-19 20:00:00,14.6,6.1,0.0,6000
WN,STL,MCO,1,1866.6666,2018-12-08 13:05:00,3,13:05:00,785,2018-12-08 13:00:00,-5.4,12.7,0.0,6000
WN,SAN,OAK,1,1200.0,2018-12-26 18:40:00,7,18:40:00,1120,2018-12-26 18:00:00,14.4,5.6,0.0,10000
MQ,CMH,MIA,0,2266.6667,2018-12-23 18:20:00,4,18:20:00,1100,2018-12-23 18:00:00,4.6,7.4,0.0,6000
US,FLL,DCA,0,1933.3334,2018-12-03 11:55:00,1,11:55:00,715,2018-12-03 11:00:00,24.2,12.2,0.0,10000
US,RSW,PHL,1,2106.6667,2018-12-14 14:15:00,4,14:15:00,855,2018-12-14 14:00:00,24.4,20.6,0.0,6000
US,PDX,PHX,0,1960.0,2018-12-28 15:15:00,4,15:15:00,915,2018-12-28 15:00:00,4.8,5.4,0.2,6000
CO,MFE,IAH,0,826.6667,2018-12-04 05:25:00,4,05:25:00,325,2018-12-04 05:00:00,16.2,12.3,0.0,10000
DL,SFO,LAX,0,1120.0,2018-12-16 13:58:00,2,13:58:00,838,2018-12-16 13:00:00,14.4,11.2,0.0,6000
UA,SAN,IAD,1,3866.6667,2018-12-06 13:00:00,3,13:00:00,780,2018-12-06 13:00:00,14.1,13.9,1.0,4000
OH,PVD,DTW,0,1893.3334,2018-12-17 08:40:00,3,08:40:00,520,2018-12-17 08:00:00,4.0,26.0,0.1,6000
UA,DEN,DFW,1,1560.0,2018-12-03 18:11:00,2,18:11:00,1091,2018-12-03 18:00:00,-0.3,3.8,0.0,6000
OO,PSP,LAX,1,573.3333,2018-12-28 18:42:00,7,18:42:00,1122,2018-12-28 18:00:00,12.3,9.2,0.0,10000
UA,ORD,DCA,0,1480.0,2018-12-26 09:56:00,5,09:56:00,596,2018-12-26 09:00:00,-3.4,7.0,0.0,10000
MQ,LAX,SBA,1,533.3333,2018-12-15 21:30:00,7,21:30:00,1290,2018-12-15 21:00:00,16.5,14.0,0.0,10000
AS,JNU,SEA,1,1840.0,2018-12-21 20:00:00,2,20:00:00,1200,2018-12-21 20:00:00,0.2,11.6,0.0,6000
WN,RDU,BWI,0,800.0,2018-12-09 12:15:00,6,12:15:00,735,2018-12-09 12:00:00,-0.6,20.1,2.1,2000
MQ,DFW,RAP,0,1933.3334,2018-12-21 12:15:00,3,12:15:00,735,2018-12-21 12:00:00,4.3,11.1,0.0,10000
WN,SJC,BUR,1,800.0,2018-12-18 15:35:00,3,15:35:00,935,2018-12-18 15:00:00,6.3,8.8,0.0,6000
YV,SBA,PHX,0,1186.6666,2018-12-01 09:45:00,1,09:45:00,585,2018-12-01 09:00:00,10.1,9.0,0.0,10000
OO,DEN,OMA,0,1120.0,2018-12-24 08:29:00,5,08:29:00,509,2018-12-24 08:00:00,-2.2,9.7,0.0,6000
US,MIA,CLT,0,1653.3334,2018-12-06 11:30:00,3,11:30:00,690,2018-12-06 11:00:00,11.4,14.9,0.0,10000
US,CLT,PVD,0,1440.0,2018-12-17 22:06:00,1,22:06:00,1326,2018-12-17 22:00:00,9.7,10.2,0.0,10000
WN,FLL,TPA,1,800.0,2018-12-10 17:55:00,5,17:55:00,1075,2018-12-10 17:00:00,22.9,20.6,0.0,6000
MQ,DFW,LIT,0,866.6667,2018-12-28 22:00:00,4,22:00:00,1320,2018-12-28 22:00:00,7.4,17.1,0.0,10000
WN,ORF,MCO,0,1666.6666,2018-12-03 07:15:00,2,07:15:00,435,2018-12-03 07:00:00,18.6,26.6,0.1,6000
OO,LAX,DFW,1,2360.0,2018-12-10 07:44:00,1,07:44:00,464,2018-12-10 07:00:00,12.6,12.2,0.0,6000
WN,PVD,PHX,0,4866.6665,2018-12-29 12:50:00,2,12:50:00,770,2018-12-29 12:00:00,10.6,20.0,0.0,10000
AA,DFW,SNA,1,2600.0,2018-12-23 12:45:00,4,12:45:00,765,2018-12-23 12:00:00,6.3,21.4,0.0,10000
UA,DEN,PDX,0,2360.0,2018-12-19 21:40:00,7,21:40:00,1300,2018-12-19 21:00:00,7.9,34.7,0.0,8000
OO,MFR,SFO,1,1306.6666,2018-12-07 14:11:00,3,14:11:00,851,2018-12-07 14:00:00,-1.9,1.3,0.0,6000
OO,DEN,EGE,1,600.0,2018-12-08 11:19:00,1,11:19:00,679,2018-12-08 11:00:00,-6.2,7.4,0.0,10000
AA,ORD,SEA,1,3466.6667,2018-12-11 21:05:00,7,21:05:00,1265,2018-12-11 21:00:00,3.6,5.0,0.0,10000
OO,TUS,DEN,0,1600.0,2018-12-05 08:49:00,5,08:49:00,529,2018-12-05 08:00:00,12.4,21.9,0.0,6000
WN,STL,MDW,0,800.0,2018-12-29 07:35:00,7,07:35:00,455,2018-12-29 07:00:00,-2.5,13.7,0.0,6000
YV,ORD,RDU,1,1533.3334,2018-12-05 16:50:00,1,16:50:00,1010,2018-12-05 16:00:00,-2.8,14.1,0.0,6000
OO,MSP,MOT,1,1213.3334,2018-12-19 17:15:00,1,17:15:00,1035,2018-12-19 17:00:00,5.0,7.3,0.0,6000
DL,ATL,DCA,0,1440.0,2018-12-07 08:20:00,4,08:20:00,500,2018-12-07 08:00:00,3.4,8.9,0.0,6000
WN,SLC,LAS,1,1066.6666,2018-12-29 16:40:00,6,16:40:00,1000,2018-12-29 16:00:00,-7.3,7.2,0.0,6000
MQ,SDF,DFW,1,2000.0,2018-12-07 12:05:00,6,12:05:00,725,2018-12-07 12:00:00,-1.5,9.2,0.0,8000
WN,DAL,HOU,1,866.6667,2018-12-19 17:00:00,2,17:00:00,1020,2018-12-19 17:00:00,12.9,15.6,0.0,6000
OO,SLC,SFO,1,1626.6666,2018-12-10 16:45:00,3,16:45:00,1005,2018-12-10 16:00:00,-2.5,1.8,0.0,6000
AA,DFW,STL,0,1200.0,2018-12-11 07:10:00,7,07:10:00,430,2018-12-11 07:00:00,4.2,9.3,0.0,10000
EV,DTW,PHL,0,1600.0,2018-12-16 15:15:00,3,15:15:00,915,2018-12-16 15:00:00,1.3,6.7,0.0,6000
DL,SAN,SLC,1,1480.0,2018-12-13 18:09:00,7,18:09:00,1089,2018-12-13 18:00:00,18.9,3.6,0.0,10000
XE,IAH,CLT,0,1920.0,2018-12-09 07:50:00,3,07:50:00,470,2018-12-09 07:00:00,6.4,17.9,0.0,6000
AS,GEG,SEA,0,840.0,2018-12-05 19:45:00,2,19:45:00,1185,2018-12-05 19:00:00,-1.6,9.7,0.0,9000
9E,DTW,DSM,1,1546.6666,2018-12-21 08:55:00,2,08:55:00,535,2018-12-21 08:00:00,4.1,14.1,1.3,5000
WN,PHX,HOU,0,1933.3334,2018-12-15 18:10:00,5,18:10:00,1090,2018-12-15 18:00:00,17.0,13.6,0.0,9000
UA,HNL,SFO,1,4160.0,2018-12-19 13:25:00,2,13:25:00,805,2018-12-19 13:00:00,20.5,16.6,0.0,10000
WN,STL,SEA,0,3533.3333,2018-12-10 09:30:00,2,09:30:00,570,2018-12-10 09:00:00,-6.7,6.3,0.0,10000
WN,BWI,SAT,1,3200.0,2018-12-31 10:15:00,4,10:15:00,615,2018-12-31 10:00:00,3.0,7.6,0.0,10000
EV,ECP,ATL,0,946.6667,2018-12-14 09:13:00,6,09:13:00,553,2018-12-14 09:00:00,17.4,20.2,1.1,4000
AA,ORD,LAX,1,3666.6667,2018-12-07 20:15:00,1,20:15:00,1215,2018-12-07 20:00:00,-3.5,14.9,0.0,10000
AA,JFK,LAX,1,5200.0,2018-12-15 15:30:00,3,15:30:00,930,2018-12-15 15:00:00,9.8,12.2,0.0,6000
OO,LAX,SLC,0,1426.6666,2018-12-31 11:18:00,4,11:18:00,678,2018-12-31 11:00:00,9.7,15.8,0.0,8000
WN,DEN,BWI,1,2666.6667,2018-12-08 16:35:00,7,16:35:00,995,2018-12-08 16:00:00,-0.2,11.1,0.0,10000
AA,JFK,EGE,0,4000.0,2018-12-26 17:00:00,1,17:00:00,1020,2018-12-26 17:00:00,4.4,13.4,0.0,10000
DL,BDL,ATL,0,2160.0,2018-12-20 15:27:00,5,15:27:00,927,2018-12-20 15:00:00,3.3,4.3,0.0,10000
US,PHL,PHX,1,4226.6665,2018-12-18 06:55:00,3,06:55:00,415,2018-12-18 06:00:00,2.9,20.8,0.0,6000
US,RSW,CLT,0,1480.0,2018-12-28 08:30:00,1,08:30:00,510,2018-12-28 08:00:00,22.2,18.3,0.0,6000
WN,BNA,RDU,1,1066.6666,2018-12-27 13:05:00,6,13:05:00,785,2018-12-27 13:00:00,10.5,26.4,0.7,5000
WN,ABQ,ELP,0,733.3333,2018-12-19 13:15:00,6,13:15:00,795,2018-12-19 13:00:00,2.3,18.8,0.0,10000
DL,ATL,MEM,0,1133.3334,2018-12-29 16:00:00,1,16:00:00,960,2018-12-29 16:00:00,11.6,10.2,0.0,6000
US,DCA,CLT,0,1160.0,2018-12-30 19:00:00,3,19:00:00,1140,2018-12-30 19:00:00,7.8,5.4,0.0,6000
DL,SLC,RNO,1,1226.6666,2018-12-11 11:35:00,6,11:35:00,695,2018-12-11 11:00:00,-3.3,7.8,0.0,9000
DL,DTW,MCI,1,1666.6666,2018-12-30 17:40:00,1,17:40:00,1060,2018-12-30 17:00:00,-0.4,14.0,0.0,10000
OO,SMF,SFO,0,640.0,2018-12-21 06:02:00,2,06:02:00,362,2018-12-21 06:00:00,9.2,7.4,0.0,6000
CO,SAT,IAH,0,786.6667,2018-12-01 15:54:00,3,15:54:00,954,2018-12-01 15:00:00,17.9,18.1,0.0,10000
EV,ATL,VLD,0,866.6667,2018-12-15 20:45:00,1,20:45:00,1245,2018-12-15 20:00:00,11.0,18.3,0.1,6000
9E,OKC,ATL,0,1693.3334,2018-12-17 15:45:00,6,15:45:00,945,2018-12-17 15:00:00,2.5,7.6,0.0,8000
AA,DFW,ABQ,0,1466.6666,2018-12-21 14:05:00,1,14:05:00,845,2018-12-21 14:00:00,3.3,7.7,0.0,10000
B6,JFK,MCO,1,2346.6667,2018-12-12 13:50:00,3,13:50:00,830,2018-12-12 13:00:00,-0.6,13.7,0.0,10000
EV,DCA,BOS,0,1226.6666,2018-12-14 18:55:00,7,18:55:00,1135,2018-12-14 18:00:00,6.3,1.8,0.1,6000
DL,CLT,ATL,0,1173.3334,2018-12-18 15:30:00,3,15:30:00,930,2018-12-18 15:00:00,8.0,16.3,0.0,10000
OO,BFL,LAX,1,626.6667,2018-12-01 19:58:00,3,19:58:00,1198,2018-12-01 19:00:00,12.5,4.2,0.0,9000
WN,IND,BWI,0,1333.3334,2018-12-25 06:35:00,3,06:35:00,395,2018-12-25 06:00:00,-0.5,5.9,0.0,6000
EV,ATL,CAE,0,720.0,2018-12-29 22:53:00,3,22:53:00,1373,2018-12-29 22:00:00,13.3,6.1,0.0,6000
WN,PHX,MDW,1,2666.6667,2018-12-05 16:10:00,4,16:10:00,970,2018-12-05 16:00:00,12.7,14.4,0.0,9000
9E,ATL,DAB,0,1066.6666,2018-12-27 13:15:00,4,13:15:00,795,2018-12-27 13:00:00,6.5,23.5,0.0,6000
WN,BUF,MCO,1,2266.6667,2018-12-28 16:55:00,3,16:55:00,1015,2018-12-28 16:00:00,10.4,26.5,0.1,6000
OH,DTW,LEX,0,1106.6666,2018-12-24 19:50:00,5,19:50:00,1190,2018-12-24 19:00:00,1.4,20.0,0.0,8000
FL,MKE,MSP,0,973.3333,2018-12-26 10:29:00,1,10:29:00,629,2018-12-26 10:00:00,-1.6,7.8,0.0,9000
MQ,SGF,ORD,0,1333.3334,2018-12-19 14:50:00,7,14:50:00,890,2018-12-19 14:00:00,3.7,12.4,0.0,6000
OO,LAX,PHX,0,1026.6666,2018-12-07 08:43:00,5,08:43:00,523,2018-12-07 08:00:00,10.6,14.1,0.0,6000
MQ,SAF,LAX,0,1733.3334,2018-12-23 13:25:00,3,13:25:00,805,2018-12-23 13:00:00,-5.2,13.3,0.0,6000
EV,IAD,CAE,0,1160.0,2018-12-26 12:17:00,3,12:17:00,737,2018-12-26 12:00:00,-3.8,4.2,0.0,10000
AA,DCA,ORD,1,1666.6666,2018-12-26 20:20:00,2,20:20:00,1220,2018-12-26 20:00:00,7.9,6.3,0.0,10000
US,PHL,PHX,0,4266.6665,2018-12-09 20:35:00,7,20:35:00,1235,2018-12-09 20:00:00,1.6,3.6,0.0,6000
FL,RSW,ATL,0,1346.6666,2018-12-01 15:25:00,2,15:25:00,925,2018-12-01 15:00:00,26.0,19.6,0.0,10000
XE,EWR,CHS,0,1653.3334,2018-12-14 13:55:00,7,13:55:00,835,2018-12-14 13:00:00,5.1,8.5,0.0,6000
OO,ABQ,LAX,0,1666.6666,2018-12-18 19:11:00,1,19:11:00,1151,2018-12-18 19:00:00,9.9,24.0,0.0,6000
WN,MDW,SFO,1,4000.0,2018-12-31 17:55:00,5,17:55:00,1075,2018-12-31 17:00:00,3.0,13.8,2.4,5000
AA,ORD,SJU,1,3666.6667,2018-12-28 15:20:00,2,15:20:00,920,2018-12-28 15:00:00,0.6,24.3,0.0,6000
WN,BUR,OAK,0,933.3333,2018-12-25 14:10:00,5,14:10:00,850,2018-12-25 14:00:00,10.7,9.8,0.0,8000
UA,DEN,SFO,0,2346.6667,2018-12-18 08:14:00,6,08:14:00,494,2018-12-18 08:00:00,2.9,12.0,0.0,6000
FL,BWI,BOS,0,1160.0,2018-12-14 16:30:00,4,16:30:00,990,2018-12-14 16:00:00,7.0,2.2,0.0,6000
FL,BOS,RSW,1,2933.3333,2018-12-29 14:39:00,4,14:39:00,879,2018-12-29 14:00:00,8.0,24.4,0.0,10000
DL,JFK,SLC,0,4373.3335,2018-12-11 09:20:00,5,09:20:00,560,2018-12-11 09:00:00,-3.9,7.9,0.0,10000
WN,SJC,PDX,1,1466.6666,2018-12-16 16:00:00,5,16:00:00,960,2018-12-16 16:00:00,11.8,13.6,0.0,6000
DL,DFW,ATL,0,1760.0,2018-12-10 05:45:00,7,05:45:00,345,2018-12-10 05:00:00,3.0,10.2,0.0,10000
9E,MEM,SGF,1,973.3333,2018-12-07 14:40:00,6,14:40:00,880,2018-12-07 14:00:00,4.6,14.2,0.2,6000
WN,MCO,STL,1,2066.6667,2018-12-20 15:05:00,5,15:05:00,905,2018-12-20 15:00:00,20.5,23.2,2.3,5000
9E,IND,MEM,0,1200.0,2018-12-29 17:40:00,5,17:40:00,1060,2018-12-29 17:00:00,0.8,5.8,0.0,10000
OO,PDX,OTH,0,773.3333,2018-12-29 07:18:00,3,07:18:00,438,2018-12-29 07:00:00,6.8,18.1,0.1,6000
9E,MEM,TUL,0,1133.3334,2018-12-10 19:25:00,3,19:25:00,1165,2018-12-10 19:00:00,3.5,11.5,0.0,6000
HA,HNL,LIH,0,480.0,2018-12-11 07:36:00,7,07:36:00,456,2018-12-11 07:00:00,21.6,30.9,0.1,6000
FL,ATL,BOS,0,1960.0,2018-12-15 20:50:00,4,20:50:00,1250,2018-12-15 20:00:00,11.0,18.3,0.1,6000
OO,EUG,PDX,0,546.6667,2018-12-31 06:00:00,3,06:00:00,360,2018-12-31 06:00:00,3.2,5.2,0.0,9000
US,DCA,CLT,0,1226.6666,2018-12-22 17:39:00,5,17:39:00,1059,2018-12-22 17:00:00,8.8,28.3,0.0,8000
OH,DFW,CVG,0,1746.6666,2018-12-16 07:00:00,2,07:00:00,420,2018-12-16 07:00:00,3.2,7.9,0.0,6000
YV,YUM,PHX,0,986.6667,2018-12-27 08:45:00,1,08:45:00,525,2018-12-27 08:00:00,8.4,5.1,0.0,10000
9E,ORF,DTW,1,1666.6666,2018-12-20 06:00:00,5,06:00:00,360,2018-12-20 06:00:00,6.1,4.8,0.0,6000
MQ,LGA,BOS,0,933.3333,2018-12-09 17:00:00,6,17:00:00,1020,2018-12-09 17:00:00,1.5,10.1,0.0,6000
US,PHX,BOI,0,1733.3334,2018-12-04 21:10:00,5,21:10:00,1270,2018-12-04 21:00:00,18.0,14.7,0.0,6000
EV,ATL,LEX,1,986.6667,2018-12-22 15:00:00,4,15:00:00,900,2018-12-22 15:00:00,4.6,16.3,0.0,10000
