aerolinea,origen,destino,retraso,distancia_km,fecha_partida,dia_semana,hora_salida,Time,fecha_hora_clima,temperatura,velocidad_viento,precipitacion,visibilidad
AA,FLL,DFW,1,2600.0,2018-12-02 13:40:00,1,13:40:00,820,2018-12-02 13:00:00,25.8,16.8,0.0,10000
MQ,SJC,LAX,0,1000.0,2018-12-07 14:20:00,3,14:20:00,860,2018-12-07 14:00:00,8.3,2.3,0.0,8000
AA,ORD,DFW,0,2000.0,2018-12-29 19:40:00,7,19:40:00,1180,2018-12-29 19:00:00,-0.6,3.9,0.0,6000
WN,SJC,LAS,1,1133.3334,2018-12-13 09:20:00,2,09:20:00,560,2018-12-13 09:00:00,5.3,8.4,0.0,9000
OO,DEN,FSD,1,1093.3334,2018-12-07 14:04:00,5,14:04:00,844,2018-12-07 14:00:00,-6.8,5.4,0.0,10000
EV,MEM,OMA,0,1426.6666,2018-12-27 13:50:00,3,13:50:00,830,2018-12-27 13:00:00,13.6,33.4,0.0,6000
CO,EWR,ATL,0,2186.6667,2018-12-23 16:05:00,5,16:05:00,965,2018-12-23 16:00:00,4.3,12.6,0.0,10000
US,CLT,MYR,0,693.3333,2018-12-11 16:15:00,3,16:15:00,975,2018-12-11 16:00:00,4.8,6.3,0.0,10000
FL,TPA,IND,0,1746.6666,2018-12-28 11:05:00,4,11:05:00,665,2018-12-28 11:00:00,21.2,16.3,0.0,6000
MQ,DFW,GRK,0,666.6667,2018-12-26 12:10:00,3,12:10:00,730,2018-12-26 12:00:00,15.6,19.9,0.2,6000
AA,STL,LAX,1,3333.3333,2018-12-14 13:50:00,7,13:50:00,830,2018-12-14 13:00:00,6.2,12.1,0.2,6000
OO,ORD,AVL,1,1400.0,2018-12-25 20:00:00,3,20:00:00,1200,2018-12-25 20:00:00,7.2,8.9,0.0,6000
AA,ORD,DFW,1,2066.6667,2018-12-27 15:40:00,4,15:40:00,940,2018-12-27 15:00:00,3.9,23.8,1.9,5000
B6,RIC,BOS,1,1186.6666,2018-12-26 16:14:00,1,16:14:00,974,2018-12-26 16:00:00,6.2,3.3,0.0,10000
9E,DLH,DTW,1,1493.3334,2018-12-27 06:30:00,4,06:30:00,390,2018-12-27 06:00:00,-3.5,21.0,0.3,3000
WN,PBI,ISP,0,2133.3333,2018-12-28 07:40:00,3,07:40:00,460,2018-12-28 07:00:00,23.5,30.7,0.2,6000
AA,DFW,AUS,1,800.0,2018-12-11 19:45:00,5,19:45:00,1185,2018-12-11 19:00:00,14.6,23.9,0.0,9000
CO,IAH,DEN,1,2093.3333,2018-12-26 17:40:00,2,17:40:00,1060,2018-12-26 17:00:00,18.5,24.3,1.9,5000
WN,BUR,SJC,0,866.6667,2018-12-08 07:10:00,5,07:10:00,430,2018-12-08 07:00:00,8.9,11.2,0.0,10000
WN,MCI,STL,1,733.3333,2018-12-01 14:35:00,4,14:35:00,875,2018-12-01 14:00:00,6.8,19.5,0.3,6000
YV,OGG,HNL,0,426.66666,2018-12-22 18:55:00,3,18:55:00,1135,2018-12-22 18:00:00,23.7,16.1,0.0,10000
DL,ATL,DTW,0,1640.0,2018-12-06 12:52:00,7,12:52:00,772,2018-12-06 12:00:00,-3.1,9.8,0.0,8000
UA,DEN,LAX,1,2066.6667,2018-12-13 17:40:00,5,17:40:00,1060,2018-12-13 17:00:00,-0.1,10.5,0.0,10000
9E,RDU,TPA,1,1600.0,2018-12-14 14:35:00,5,14:35:00,875,2018-12-14 14:00:00,4.9,12.7,0.4,6000
UA,SFO,KOA,0,4493.3335,2018-12-05 08:56:00,5,08:56:00,536,2018-12-05 08:00:00,8.7,5.1,0.3,6000
AS,LAX,SEA,1,2160.0,2018-12-17 10:45:00,5,10:45:00,645,2018-12-17 10:00:00,11.9,8.9,0.0,6000
WN,LAS,PHX,1,933.3333,2018-12-09 07:50:00,3,07:50:00,470,2018-12-09 07:00:00,7.8,9.3,0.0,10000
EV,DTW,OMA,0,1840.0,2018-12-15 15:40:00,3,15:40:00,940,2018-12-15 15:00:00,2.5,16.6,0.0,6000
YV,ITO,HNL,0,626.6667,2018-12-29 09:40:00,5,09:40:00,580,2018-12-29 09:00:00,21.9,4.4,0.0,6000
FL,MSP,MKE,0,1013.3333,2018-12-11 16:53:00,5,16:53:00,1013,2018-12-11 16:00:00,-10.4,3.5,0.0,6000
DL,ATL,MTJ,0,3213.3333,2018-12-08 10:15:00,5,10:15:00,615,2018-12-08 10:00:00,5.7,9.9,0.9,5000
HA,ITO,HNL,1,653.3333,2018-12-24 11:13:00,3,11:13:00,673,2018-12-24 11:00:00,19.8,3.2,0.1,6000
XE,SDF,CLE,0,866.6667,2018-12-04 13:10:00,1,13:10:00,790,2018-12-04 13:00:00,1.8,6.7,0.0,8000
B6,BOS,DCA,1,1346.6666,2018-12-19 13:19:00,5,13:19:00,799,2018-12-19 13:00:00,-4.3,11.0,0.0,10000
B6,JFK,LAX,0,4893.3335,2018-12-19 11:05:00,4,11:05:00,665,2018-12-19 11:00:00,-4.2,7.0,0.0,9000
EV,BOS,DCA,1,1466.6666,2018-12-15 15:35:00,7,15:35:00,935,2018-12-15 15:00:00,7.7,12.4,0.0,6000
DL,SAN,SLC,0,1493.3334,2018-12-15 13:05:00,3,13:05:00,785,2018-12-15 13:00:00,10.4,9.2,0.0,6000
FL,ATL,TPA,0,1173.3334,2018-12-27 21:00:00,3,21:00:00,1260,2018-12-27 21:00:00,11.6,22.5,0.5,5000
B6,BOS,RIC,1,1333.3334,2018-12-06 19:55:00,3,19:55:00,1195,2018-12-06 19:00:00,4.3,19.9,0.0,6000
US,CLT,SJU,0,2786.6667,2018-12-15 09:50:00,2,09:50:00,590,2018-12-15 09:00:00,7.4,10.4,0.4,6000
EV,ATL,DSM,0,1933.3334,2018-12-20 19:15:00,4,19:15:00,1155,2018-12-20 19:00:00,10.9,13.2,0.7,5000
DL,MDW,ATL,1,1600.0,2018-12-25 06:00:00,5,06:00:00,360,2018-12-25 06:00:00,-2.8,5.9,0.0,6000
OH,MDT,CVG,1,1400.0,2018-12-13 12:50:00,3,12:50:00,770,2018-12-13 12:00:00,1.4,10.1,0.0,6000
FL,DCA,RSW,0,2213.3333,2018-12-01 08:02:00,1,08:02:00,482,2018-12-01 08:00:00,-0.2,4.2,0.0,6000
EV,SHV,MEM,0,880.0,2018-12-27 06:30:00,5,06:30:00,390,2018-12-27 06:00:00,16.0,30.9,0.0,6000
AA,FLL,ORD,1,2533.3333,2018-12-08 20:30:00,2,20:30:00,1230,2018-12-08 20:00:00,25.4,17.4,0.1,6000
OO,SFO,RNO,0,720.0,2018-12-02 18:58:00,7,18:58:00,1138,2018-12-02 18:00:00,11.0,5.8,0.0,10000
OO,GEG,SEA,0,960.0,2018-12-13 08:50:00,2,08:50:00,530,2018-12-13 08:00:00,1.2,25.0,0.0,6000
OO,DEN,CPR,1,746.6667,2018-12-10 15:41:00,4,15:41:00,941,2018-12-10 15:00:00,-2.2,20.8,0.0,10000
B6,PBI,JFK,0,1973.3334,2018-12-11 08:02:00,4,08:02:00,482,2018-12-11 08:00:00,11.6,20.2,0.0,8000
WN,BNA,DEN,1,2400.0,2018-12-26 12:30:00,3,12:30:00,750,2018-12-26 12:00:00,2.7,5.9,0.0,6000
CO,IAH,MSY,1,893.3333,2018-12-16 17:00:00,2,17:00:00,1020,2018-12-16 17:00:00,15.1,5.4,0.0,8000
AS,KTN,SIT,0,813.3333,2018-12-25 17:02:00,3,17:02:00,1022,2018-12-25 17:00:00,2.6,15.9,0.0,6000
YV,PWM,ORD,0,2360.0,2018-12-24 07:00:00,3,07:00:00,420,2018-12-24 07:00:00,-5.1,8.5,0.0,6000
XE,IAH,CRP,0,786.6667,2018-12-16 21:25:00,5,21:25:00,1285,2018-12-16 21:00:00,17.2,4.7,0.0,6000
MQ,FWA,DFW,0,2200.0,2018-12-13 06:15:00,5,06:15:00,375,2018-12-13 06:00:00,0.6,11.4,0.0,9000
XE,BNA,EWR,0,1733.3334,2018-12-15 06:00:00,3,06:00:00,360,2018-12-15 06:00:00,11.2,9.5,0.2,6000
WN,BWI,MHT,1,1000.0,2018-12-24 09:35:00,5,09:35:00,575,2018-12-24 09:00:00,1.8,7.6,0.0,8000
EV,FAY,ATL,0,1186.6666,2018-12-02 10:35:00,7,10:35:00,635,2018-12-02 10:00:00,18.4,17.1,0.0,6000
WN,ABQ,SEA,0,2600.0,2018-12-11 11:05:00,5,11:05:00,665,2018-12-11 11:00:00,2.5,5.9,0.0,6000
CO,LAS,IAH,0,2333.3333,2018-12-14 11:35:00,7,11:35:00,695,2018-12-14 11:00:00,7.8,2.2,0.0,6000
XE,SYR,ORD,1,1840.0,2018-12-30 12:02:00,3,12:02:00,722,2018-12-30 12:00:00,-3.6,5.4,0.2,4000
WN,AUS,PHX,0,2133.3333,2018-12-29 14:30:00,4,14:30:00,870,2018-12-29 14:00:00,5.1,22.0,0.0,6000
US,DCA,BOS,0,1053.3334,2018-12-06 10:30:00,2,10:30:00,630,2018-12-06 10:00:00,-1.8,13.0,0.0,8000
WN,OKC,DEN,0,1333.3334,2018-12-31 16:10:00,6,16:10:00,970,2018-12-31 16:00:00,5.8,19.5,0.0,6000
UA,PHX,DEN,1,1466.6666,2018-12-12 16:29:00,7,16:29:00,989,2018-12-12 16:00:00,8.9,7.1,0.0,10000
WN,FLL,BUF,0,2466.6667,2018-12-04 11:10:00,5,11:10:00,670,2018-12-04 11:00:00,22.1,9.7,0.0,6000
OO,PDX,EUG,1,480.0,2018-12-01 21:15:00,3,21:15:00,1275,2018-12-01 21:00:00,6.2,3.8,0.0,6000
HA,SFO,HNL,1,4466.6665,2018-12-11 08:40:00,7,08:40:00,520,2018-12-11 08:00:00,9.3,6.3,0.0,10000
FL,RSW,GRR,1,2160.0,2018-12-13 19:19:00,7,19:19:00,1159,2018-12-13 19:00:00,27.0,16.5,0.0,6000
US,CLT,PHX,1,3706.6667,2018-12-27 14:25:00,1,14:25:00,865,2018-12-27 14:00:00,4.2,11.7,0.0,6000
DL,MCO,ATL,0,1320.0,2018-12-30 14:30:00,2,14:30:00,870,2018-12-30 14:00:00,22.6,8.9,0.0,6000
UA,LGA,ORD,0,2200.0,2018-12-27 18:00:00,7,18:00:00,1080,2018-12-27 18:00:00,4.1,5.2,0.0,8000
WN,BNA,JAX,0,1133.3334,2018-12-21 11:35:00,2,11:35:00,695,2018-12-21 11:00:00,6.3,18.8,0.5,5000
DL,MIA,ATL,0,1693.3334,2018-12-27 06:30:00,4,06:30:00,390,2018-12-27 06:00:00,23.1,25.4,0.0,10000
WN,SNA,SMF,1,1200.0,2018-12-21 14:45:00,4,14:45:00,885,2018-12-21 14:00:00,11.4,3.3,0.0,6000
DL,ATL,TPA,1,1226.6666,2018-12-02 20:30:00,2,20:30:00,1230,2018-12-02 20:00:00,21.0,18.7,0.0,10000
OO,DFW,SLC,1,2293.3333,2018-12-08 18:45:00,3,18:45:00,1125,2018-12-08 18:00:00,5.7,23.1,0.3,6000
UA,OKC,DEN,0,1413.3334,2018-12-31 13:38:00,5,13:38:00,818,2018-12-31 13:00:00,2.6,22.7,0.0,6000
CO,IAH,SAT,0,800.0,2018-12-13 15:00:00,2,15:00:00,900,2018-12-13 15:00:00,17.8,10.8,1.1,4000
B6,FLL,EWR,1,2173.3333,2018-12-10 21:30:00,3,21:30:00,1290,2018-12-10 21:00:00,23.0,17.0,0.0,6000
YV,CLT,PWM,0,1746.6666,2018-12-25 18:25:00,7,18:25:00,1105,2018-12-25 18:00:00,9.2,6.3,0.0,10000
EV,CAK,ATL,0,1720.0,2018-12-12 07:00:00,5,07:00:00,420,2018-12-12 07:00:00,-4.3,3.7,0.0,9000
DL,MCO,DTW,0,2173.3333,2018-12-06 10:16:00,3,10:16:00,616,2018-12-06 10:00:00,6.2,12.6,0.0,10000
YV,PHX,RNO,0,1453.3334,2018-12-21 17:45:00,1,17:45:00,1065,2018-12-21 17:00:00,12.0,7.2,0.0,6000
UA,ORD,SAN,0,3600.0,2018-12-12 08:10:00,4,08:10:00,490,2018-12-12 08:00:00,-1.3,12.5,0.0,6000
DL,LGA,DTW,1,1666.6666,2018-12-12 17:59:00,7,17:59:00,1079,2018-12-12 17:00:00,4.9,16.8,0.0,6000
OO,BOI,DEN,1,1400.0,2018-12-23 16:41:00,6,16:41:00,1001,2018-12-23 16:00:00,1.0,16.1,0.0,6000
AA,JFK,MIA,0,2533.3333,2018-12-24 05:45:00,6,05:45:00,345,2018-12-24 05:00:00,2.0,5.5,0.2,4000
F9,MCO,DEN,0,3186.6667,2018-12-22 17:02:00,6,17:02:00,1022,2018-12-22 17:00:00,13.6,16.9,0.0,10000
OO,ELP,DEN,1,1440.0,2018-12-23 18:54:00,1,18:54:00,1134,2018-12-23 18:00:00,12.5,17.8,0.0,8000
YV,CLT,RIC,0,840.0,2018-12-05 07:36:00,1,07:36:00,456,2018-12-05 07:00:00,4.9,8.8,0.0,6000
OO,DFW,LAX,1,2733.3333,2018-12-03 13:20:00,6,13:20:00,800,2018-12-03 13:00:00,7.2,11.7,0.0,8000
MQ,ORD,ABQ,0,2400.0,2018-12-06 10:45:00,7,10:45:00,645,2018-12-06 10:00:00,-1.3,15.2,0.0,6000
WN,SAT,MDW,0,2066.6667,2018-12-18 16:50:00,1,16:50:00,1010,2018-12-18 16:00:00,11.0,3.6,0.0,6000
EV,PIT,ATL,1,1586.6666,2018-12-31 12:00:00,5,12:00:00,720,2018-12-31 12:00:00,1.2,8.9,0.0,6000
UA,SFO,IAD,0,4040.0,2018-12-30 07:51:00,4,07:51:00,471,2018-12-30 07:00:00,7.3,3.6,0.0,10000
DL,ATL,PIT,1,1400.0,2018-12-28 19:20:00,2,19:20:00,1160,2018-12-28 19:00:00,15.8,14.1,0.2,6000
WN,LAS,PDX,1,1866.6666,2018-12-10 13:15:00,1,13:15:00,795,2018-12-10 13:00:00,8.4,5.0,0.0,6000
DL,RIC,ATL,0,1693.3334,2018-12-12 06:55:00,5,06:55:00,415,2018-12-12 06:00:00,-3.1,6.4,0.0,10000
UA,OMA,DEN,0,1386.6666,2018-12-05 16:56:00,4,16:56:00,1016,2018-12-05 16:00:00,-6.1,11.0,0.0,10000
AA,LGA,DFW,0,3400.0,2018-12-06 10:15:00,6,10:15:00,615,2018-12-06 10:00:00,-3.2,8.7,0.0,10000
9E,SAT,MEM,1,1560.0,2018-12-09 16:14:00,5,16:14:00,974,2018-12-09 16:00:00,6.8,16.6,0.0,10000
EV,BOS,DCA,1,1453.3334,2018-12-02 09:35:00,1,09:35:00,575,2018-12-02 09:00:00,3.1,7.6,1.0,4000
9E,CID,DTW,1,1413.3334,2018-12-16 06:15:00,5,06:15:00,375,2018-12-16 06:00:00,-1.2,7.3,0.0,6000
EV,ATL,FNT,1,1560.0,2018-12-19 16:00:00,2,16:00:00,960,2018-12-19 16:00:00,9.6,11.6,0.0,6000
AA,DFW,SEA,1,3466.6667,2018-12-28 18:55:00,4,18:55:00,1135,2018-12-28 18:00:00,5.8,14.4,0.0,10000
FL,BWI,MCO,0,1866.6666,2018-12-07 14:08:00,3,14:08:00,848,2018-12-07 14:00:00,1.8,10.1,0.0,10000
EV,TRI,ATL,0,933.3333,2018-12-24 10:11:00,3,10:11:00,611,2018-12-24 10:00:00,0.4,9.0,0.0,6000
DL,MSP,MKE,1,960.0,2018-12-04 19:40:00,1,19:40:00,1180,2018-12-04 19:00:00,-4.8,10.4,0.0,6000
WN,PHX,BNA,0,2600.0,2018-12-05 09:50:00,6,09:50:00,590,2018-12-05 09:00:00,10.9,17.0,0.0,6000
OO,EGE,DEN,1,640.0,2018-12-20 16:25:00,5,16:25:00,985,2018-12-20 16:00:00,-10.4,1.6,0.0,9000
XE,IAH,MSP,0,2240.0,2018-12-21 16:00:00,7,16:00:00,960,2018-12-21 16:00:00,10.5,14.5,0.0,10000
OO,FAR,SLC,0,1933.3334,2018-12-20 17:33:00,4,17:33:00,1053,2018-12-20 17:00:00,-2.0,16.3,0.0,6000
WN,ELP,HOU,0,1400.0,2018-12-20 08:15:00,1,08:15:00,495,2018-12-20 08:00:00,5.6,14.1,0.0,10000
DL,MSP,ABQ,1,2266.6667,2018-12-21 11:40:00,1,11:40:00,700,2018-12-21 11:00:00,-4.2,11.5,0.0,6000
WN,HOU,ECP,1,1200.0,2018-12-06 17:25:00,3,17:25:00,1045,2018-12-06 17:00:00,19.0,15.3,0.0,6000
DL,MSP,SEA,1,2973.3333,2018-12-09 11:40:00,7,11:40:00,700,2018-12-09 11:00:00,-9.9,9.2,0.0,10000
WN,CLE,BNA,0,1333.3334,2018-12-30 06:30:00,4,06:30:00,390,2018-12-30 06:00:00,0.3,13.1,0.0,6000
US,CLT,PIT,0,1000.0,2018-12-21 22:09:00,1,22:09:00,1329,2018-12-21 22:00:00,7.8,22.4,0.1,6000
WN,OMA,PHX,0,2400.0,2018-12-25 09:00:00,6,09:00:00,540,2018-12-25 09:00:00,-1.0,6.9,0.0,10000
YV,FLG,PHX,0,866.6667,2018-12-21 11:20:00,7,11:20:00,680,2018-12-21 11:00:00,2.5,12.1,0.0,6000
DL,ATL,SAV,0,840.0,2018-12-22 13:35:00,2,13:35:00,815,2018-12-22 13:00:00,2.9,13.8,0.0,9000
9E,IAD,DTW,0,1320.0,2018-12-09 09:33:00,7,09:33:00,573,2018-12-09 09:00:00,-3.0,5.7,0.0,6000
OO,BUR,SFO,0,1093.3334,2018-12-10 07:02:00,1,07:02:00,422,2018-12-10 07:00:00,12.0,12.1,0.0,6000
9E,DTW,PIT,1,906.6667,2018-12-08 07:25:00,7,07:25:00,445,2018-12-08 07:00:00,-4.6,18.3,0.0,6000
DL,JAX,ATL,0,1133.3334,2018-12-11 08:30:00,1,08:30:00,510,2018-12-11 08:00:00,7.3,11.6,0.0,6000
EV,PIT,ATL,1,1613.3334,2018-12-14 17:21:00,7,17:21:00,1041,2018-12-14 17:00:00,11.3,7.2,0.0,6000
AA,OKC,DFW,0,866.6667,2018-12-26 16:15:00,5,16:15:00,975,2018-12-26 16:00:00,13.9,28.0,0.9,5000
WN,MDW,PIT,0,1066.6666,2018-12-14 07:00:00,2,07:00:00,420,2018-12-14 07:00:00,2.4,4.0,0.5,5000
DL,BDL,MSP,0,2533.3333,2018-12-26 08:15:00,6,08:15:00,495,2018-12-26 08:00:00,-3.9,9.3,0.0,10000
MQ,DFW,FWA,0,1733.3334,2018-12-30 10:40:00,3,10:40:00,640,2018-12-30 10:00:00,3.1,9.4,0.0,6000
DL,LAX,MSP,0,2853.3333,2018-12-30 15:00:00,6,15:00:00,900,2018-12-30 15:00:00,5.7,14.1,0.0,10000
AA,IAH,DFW,0,1000.0,2018-12-16 07:20:00,1,07:20:00,440,2018-12-16 07:00:00,7.8,9.1,0.0,6000
DL,TPA,ATL,0,1306.6666,2018-12-07 18:55:00,1,18:55:00,1135,2018-12-07 18:00:00,22.2,9.7,0.0,10000
WN,MDW,DTW,1,933.3333,2018-12-26 19:40:00,3,19:40:00,1180,2018-12-26 19:00:00,7.2,8.7,0.0,6000
XE,DCA,EWR,0,866.6667,2018-12-25 09:00:00,4,09:00:00,540,2018-12-25 09:00:00,-0.5,6.6,0.0,6000
DL,BOS,SLC,1,4386.6665,2018-12-14 17:30:00,4,17:30:00,1050,2018-12-14 17:00:00,7.0,10.2,0.0,6000
F9,DEN,MSY,0,2066.6667,2018-12-25 13:14:00,4,13:14:00,794,2018-12-25 13:00:00,-3.5,4.4,0.0,6000
UA,ORD,JAX,0,1826.6666,2018-12-08 19:35:00,5,19:35:00,1175,2018-12-08 19:00:00,-1.1,4.8,0.0,10000
UA,JFK,SFO,0,5480.0,2018-12-03 08:16:00,7,08:16:00,496,2018-12-03 08:00:00,11.9,10.4,0.0,6000
AA,DFW,HSV,1,1266.6666,2018-12-21 19:35:00,3,19:35:00,1175,2018-12-21 19:00:00,12.4,6.0,0.0,10000
OO,SLC,OKC,1,1880.0,2018-12-05 13:43:00,3,13:43:00,823,2018-12-05 13:00:00,-6.2,7.3,0.2,4000
CO,IAH,SEA,0,3720.0,2018-12-21 14:45:00,6,14:45:00,885,2018-12-21 14:00:00,6.8,14.5,0.0,10000
UA,ORD,LAX,1,3746.6667,2018-12-14 15:20:00,4,15:20:00,920,2018-12-14 15:00:00,3.3,12.0,0.0,6000
DL,ATL,DTW,1,1706.6666,2018-12-21 21:45:00,7,21:45:00,1305,2018-12-21 21:00:00,6.7,32.0,0.0,6000
DL,ATL,MKE,0,1653.3334,2018-12-04 13:13:00,1,13:13:00,793,2018-12-04 13:00:00,3.0,14.3,0.0,9000
HA,HNL,LIH,0,480.0,2018-12-29 07:36:00,3,07:36:00,456,2018-12-29 07:00:00,21.4,8.3,1.5,5000
B6,OAK,JFK,0,4293.3335,2018-12-21 07:40:00,1,07:40:00,460,2018-12-21 07:00:00,11.0,8.9,0.0,6000
WN,BWI,MCI,1,2333.3333,2018-12-13 12:30:00,1,12:30:00,750,2018-12-13 12:00:00,3.0,5.4,0.0,8000
DL,ATL,PIT,0,1293.3334,2018-12-28 07:25:00,4,07:25:00,445,2018-12-28 07:00:00,15.9,17.9,1.6,5000
WN,ONT,SJC,1,866.6667,2018-12-13 20:15:00,4,20:15:00,1215,2018-12-13 20:00:00,21.8,11.6,0.0,10000
DL,MSP,ATL,0,2066.6667,2018-12-26 07:45:00,3,07:45:00,465,2018-12-26 07:00:00,-4.2,6.2,0.0,8000
DL,ATL,LAX,1,4080.0,2018-12-03 16:00:00,6,16:00:00,960,2018-12-03 16:00:00,13.6,12.8,0.0,6000
OO,LIT,ORD,0,1493.3334,2018-12-15 14:20:00,1,14:20:00,860,2018-12-15 14:00:00,7.1,17.0,0.0,6000
WN,RNO,BOI,0,866.6667,2018-12-27 08:20:00,7,08:20:00,500,2018-12-27 08:00:00,-0.1,10.6,0.0,8000
DL,SFO,MSP,1,2893.3333,2018-12-09 06:30:00,3,06:30:00,390,2018-12-09 06:00:00,7.6,4.1,0.0,6000
UA,DEN,IAD,0,2600.0,2018-12-12 11:45:00,5,11:45:00,705,2018-12-12 11:00:00,1.5,24.3,0.0,10000
MQ,MIA,JAX,1,1000.0,2018-12-02 17:30:00,7,17:30:00,1050,2018-12-02 17:00:00,28.9,22.1,0.1,6000
OO,SLC,SAT,1,2266.6667,2018-12-01 09:50:00,7,09:50:00,590,2018-12-01 09:00:00,-1.9,12.5,0.0,10000
MQ,ORD,ROC,1,1333.3334,2018-12-20 16:10:00,3,16:10:00,970,2018-12-20 16:00:00,6.9,13.2,0.0,6000
OO,DEN,CPR,0,760.0,2018-12-08 08:12:00,2,08:12:00,492,2018-12-08 08:00:00,-5.2,5.9,0.0,10000
AA,DFW,ATL,1,1533.3334,2018-12-27 20:30:00,3,20:30:00,1230,2018-12-27 20:00:00,16.0,30.1,0.0,10000
B6,JFK,SYR,0,920.0,2018-12-25 22:45:00,1,22:45:00,1365,2018-12-25 22:00:00,2.5,10.9,0.0,9000
OO,DEN,DRO,0,826.6667,2018-12-28 08:20:00,2,08:20:00,500,2018-12-28 08:00:00,-7.9,7.6,0.0,6000
DL,BOS,DTW,0,1960.0,2018-12-19 18:30:00,1,18:30:00,1110,2018-12-19 18:00:00,4.1,8.8,0.0,8000
UA,ORD,TPA,1,2146.6667,2018-12-24 09:38:00,3,09:38:00,578,2018-12-24 09:00:00,-4.6,14.1,0.0,9000
US,CLT,PIT,0,1133.3334,2018-12-05 08:00:00,4,08:00:00,480,2018-12-05 08:00:00,4.8,7.7,0.0,6000
AA,ORD,SNA,0,3533.3333,2018-12-18 08:20:00,5,08:20:00,500,2018-12-18 08:00:00,-3.8,6.6,0.0,10000
DL,JFK,LAX,1,5253.3335,2018-12-23 15:00:00,5,15:00:00,900,2018-12-23 15:00:00,3.6,15.2,0.0,10000
EV,CLE,ATL,0,1533.3334,2018-12-05 14:10:00,6,14:10:00,850,2018-12-05 14:00:00,-1.5,9.5,0.0,6000
XE,EWR,CLT,1,1586.6666,2018-12-11 21:05:00,4,21:05:00,1265,2018-12-11 21:00:00,0.6,7.1,0.0,10000
AA,AUS,DFW,0,800.0,2018-12-11 06:00:00,3,06:00:00,360,2018-12-11 06:00:00,4.8,8.0,0.0,10000
AS,BLI,LAS,0,2053.3333,2018-12-12 17:20:00,3,17:20:00,1040,2018-12-12 17:00:00,4.4,11.4,0.0,9000
OO,BIS,DEN,0,1360.0,2018-12-03 20:12:00,7,20:12:00,1212,2018-12-03 20:00:00,-1.5,7.5,0.0,6000
AA,OGG,LAX,0,4000.0,2018-12-08 22:45:00,7,22:45:00,1365,2018-12-08 22:00:00,23.5,34.0,0.3,6000
US,PHL,RDU,0,1093.3334,2018-12-06 15:40:00,3,15:40:00,940,2018-12-06 15:00:00,2.5,16.9,0.0,6000
AA,PSP,DFW,1,2266.6667,2018-12-17 14:45:00,5,14:45:00,885,2018-12-17 14:00:00,16.6,4.3,0.0,9000
OH,JFK,BUF,0,1360.0,2018-12-16 19:00:00,5,19:00:00,1140,2018-12-16 19:00:00,4.8,28.3,0.5,5000
CO,SJU,EWR,0,3413.3333,2018-12-17 13:30:00,3,13:30:00,810,2018-12-17 13:00:00,26.5,7.1,0.0,9000
AA,DFW,DTW,0,2066.6667,2018-12-04 12:25:00,3,12:25:00,745,2018-12-04 12:00:00,-0.1,5.3,0.0,10000
DL,LGA,BOS,0,1013.3333,2018-12-21 09:30:00,1,09:30:00,570,2018-12-21 09:00:00,13.5,35.9,7.5,4000
WN,PHL,MCO,0,2133.3333,2018-12-27 15:50:00,7,15:50:00,950,2018-12-27 15:00:00,4.2,9.8,0.0,10000
EV,XNA,DTW,1,1706.6666,2018-12-17 17:36:00,4,17:36:00,1056,2018-12-17 17:00:00,9.9,7.2,0.0,10000
US,PHL,LAX,1,4840.0,2018-12-01 16:00:00,3,16:00:00,960,2018-12-01 16:00:00,6.2,7.2,0.0,8000
DL,PHX,ATL,0,2840.0,2018-12-04 14:07:00,1,14:07:00,847,2018-12-04 14:00:00,4.3,6.5,0.0,8000
WN,BNA,HOU,1,1733.3334,2018-12-06 16:35:00,3,16:35:00,995,2018-12-06 16:00:00,5.9,10.5,0.0,6000
OO,LAX,SBA,1,560.0,2018-12-03 13:41:00,3,13:41:00,821,2018-12-03 13:00:00,9.6,11.0,0.0,8000
OO,MSO,DEN,0,1640.0,2018-12-25 10:48:00,2,10:48:00,648,2018-12-25 10:00:00,-6.0,1.8,0.0,9000
UA,SFO,ORD,1,3506.6667,2018-12-08 08:31:00,7,08:31:00,511,2018-12-08 08:00:00,10.1,6.0,0.0,10000
US,DCA,BOS,1,1053.3334,2018-12-16 10:30:00,2,10:30:00,630,2018-12-16 10:00:00,8.1,20.6,0.3,6000
EV,ATL,AGS,0,706.6667,2018-12-21 16:37:00,5,16:37:00,997,2018-12-21 16:00:00,8.6,26.6,0.5,5000
9E,ATL,TLH,1,1000.0,2018-12-17 21:30:00,2,21:30:00,1290,2018-12-17 21:00:00,13.9,16.8,0.0,10000
AA,ICT,DFW,0,1066.6666,2018-12-23 18:00:00,1,18:00:00,1080,2018-12-23 18:00:00,4.8,8.2,0.0,10000
EV,ATL,FAY,0,1013.3333,2018-12-23 10:50:00,7,10:50:00,650,2018-12-23 10:00:00,1.8,7.7,0.0,10000
AS,PDX,SNA,0,1893.3334,2018-12-05 11:40:00,5,11:40:00,700,2018-12-05 11:00:00,1.1,17.2,0.0,6000
WN,SEA,STL,1,3000.0,2018-12-15 12:25:00,4,12:25:00,745,2018-12-15 12:00:00,5.1,14.3,0.0,6000
B6,MCO,EWR,1,2040.0,2018-12-08 17:32:00,2,17:32:00,1052,2018-12-08 17:00:00,23.7,11.0,0.0,6000
